[][--Logs--][]
23.11.2019 | 21:55:08 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Рег
23.11.2019 | 22:05:11 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Unmute 23
23.11.2019 | 22:05:21 | Toster | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Giveback
23.11.2019 | 22:05:26 | Toster | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Почему не работает?
23.11.2019 | 22:05:55 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Setadm 23 8
23.11.2019 | 22:06:07 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Setadm 23 6
23.11.2019 | 22:06:08 | Toster | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Cyka
23.11.2019 | 22:06:13 | Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Giveback
23.11.2019 | 22:06:19 | Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Ярик
23.11.2019 | 22:06:22 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Не могу🤷‍♂️
23.11.2019 | 22:06:23 | Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | 
23.11.2019 | 22:06:25 | Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | 
23.11.2019 | 22:06:28 | Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Верни
23.11.2019 | 22:07:30 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | потому что тебя в списке админов нету
23.11.2019 | 22:07:34 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | id?
23.11.2019 | 22:07:37 | Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | 23
23.11.2019 | 22:07:44 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Проф
23.11.2019 | 22:07:46 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | !23 user.level = 7
23.11.2019 | 22:07:51 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Cgc
23.11.2019 | 22:07:56 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Админы
23.11.2019 | 22:08:26 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Ярек
23.11.2019 | 22:08:45 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | В ДС то делать шото буим?
23.11.2019 | 22:09:05 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | дс?..
23.11.2019 | 22:09:08 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | В плане?
23.11.2019 | 22:10:04 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Ну типо для сообщений
23.11.2019 | 22:10:18 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Зачем то же в списке ДС указали
23.11.2019 | 22:10:36 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Для связи было..
23.11.2019 | 22:10:40 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Хм..
23.11.2019 | 22:10:45 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Removemoney 3
23.11.2019 | 22:10:49 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Я вообще думаю бота в телегу импортировать
23.11.2019 | 22:10:52 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Give money all
23.11.2019 | 22:10:56 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Но хз как вк и телегу связать
23.11.2019 | 22:11:04 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | addpromo 1 1 10000
23.11.2019 | 22:11:13 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | )
23.11.2019 | 22:11:24 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | addpromo 1 1 1000000000
23.11.2019 | 22:11:29 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Котеки
23.11.2019 | 22:11:36 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Промокод 1 1000000000OITV
23.11.2019 | 22:11:41 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Я сломал
23.11.2019 | 22:11:47 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | хм
23.11.2019 | 22:11:49 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | Ваня, ты засоряешь весь ЛС
23.11.2019 | 22:12:06 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Смысле засоряю
23.11.2019 | 22:12:16 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Них*я я не делаю
23.11.2019 | 22:12:19 | Гл.Администратор | ID: 3 | ID Chat: 1 | URL: vk.com/id283752053 | null
23.11.2019 | 22:12:30 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | Я сейчас над склонениями поработаю
23.11.2019 | 22:12:42 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Ye bpdbybnt
23.11.2019 | 22:12:46 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Ааа.
23.11.2019 | 22:12:48 | Создатель | ID: 1 | ID Chat: 1 | URL: vk.com/id239209526 | ))
23.11.2019 | 22:12:51 | Гл.Администратор | ID: 23 | ID Chat: 1 | URL: vk.com/id503478868 | Крч поянл
